+--------------------+---------------------------------------------------------+
| Parameter          | Value                                                   |
+--------------------+---------------------------------------------------------+
| data_dir           | /home/yjy/heteroPrompt/ggfm/ggfm/datasets/              |
+--------------------+---------------------------------------------------------+
| use_pretrain       | True                                                    |
+--------------------+---------------------------------------------------------+
| pretrain_model_dir | /home/yjy/heteroPrompt/ggfm/ggfm/pretrained_model/gta_a |
|                    | ll_cs3                                                  |
+--------------------+---------------------------------------------------------+
| model_dir          | /home/yjy/heteroPrompt/ggfm/ggfm/fine_tuned_model       |
+--------------------+---------------------------------------------------------+
| task_name          | gptgnn_nc                                               |
+--------------------+---------------------------------------------------------+
| cuda               | 0                                                       |
+--------------------+---------------------------------------------------------+
| sample_depth       | 6                                                       |
+--------------------+---------------------------------------------------------+
| sample_width       | 128                                                     |
+--------------------+---------------------------------------------------------+
| conv_name          | hgt                                                     |
+--------------------+---------------------------------------------------------+
| n_hid              | 400                                                     |
+--------------------+---------------------------------------------------------+
| n_heads            | 8                                                       |
+--------------------+---------------------------------------------------------+
| n_layers           | 3                                                       |
+--------------------+---------------------------------------------------------+
| prev_norm          | False                                                   |
+--------------------+---------------------------------------------------------+
| last_norm          | False                                                   |
+--------------------+---------------------------------------------------------+
| dropout            | 0.200                                                   |
+--------------------+---------------------------------------------------------+
| scheduler          | cycle                                                   |
+--------------------+---------------------------------------------------------+
| data_percentage    | 0.100                                                   |
+--------------------+---------------------------------------------------------+
| n_epoch            | 50                                                      |
+--------------------+---------------------------------------------------------+
| n_pool             | 8                                                       |
+--------------------+---------------------------------------------------------+
| n_batch            | 16                                                      |
+--------------------+---------------------------------------------------------+
| batch_size         | 256                                                     |
+--------------------+---------------------------------------------------------+
| clip               | 0.500                                                   |
+--------------------+---------------------------------------------------------+
Load Pre-trained Model from (/home/yjy/heteroPrompt/ggfm/ggfm/pretrained_model/gta_all_cs3)
Epoch: 1  LR: 0.00050 Train Loss: 1.27  Valid Loss: 1.11  Valid ACC: 0.2891
Epoch: 2  LR: 0.00049 Train Loss: 1.04  Valid Loss: 1.04  Valid ACC: 0.2812
Epoch: 3  LR: 0.00049 Train Loss: 0.97  Valid Loss: 0.96  Valid ACC: 0.3320
Epoch: 4  LR: 0.00048 Train Loss: 0.95  Valid Loss: 0.93  Valid ACC: 0.3516
Epoch: 5  LR: 0.00047 Train Loss: 0.92  Valid Loss: 0.92  Valid ACC: 0.3828
Epoch: 6  LR: 0.00046 Train Loss: 0.90  Valid Loss: 0.99  Valid ACC: 0.3281
Epoch: 7  LR: 0.00044 Train Loss: 0.89  Valid Loss: 0.91  Valid ACC: 0.3398
Epoch: 8  LR: 0.00042 Train Loss: 0.87  Valid Loss: 0.83  Valid ACC: 0.3906
Epoch: 9  LR: 0.00040 Train Loss: 0.87  Valid Loss: 0.91  Valid ACC: 0.4219
Epoch: 10  LR: 0.00038 Train Loss: 0.87  Valid Loss: 0.92  Valid ACC: 0.2969
Epoch: 11  LR: 0.00036 Train Loss: 0.86  Valid Loss: 0.86  Valid ACC: 0.3711
Epoch: 12  LR: 0.00034 Train Loss: 0.85  Valid Loss: 0.90  Valid ACC: 0.3750
Epoch: 13  LR: 0.00032 Train Loss: 0.85  Valid Loss: 0.86  Valid ACC: 0.3633
Epoch: 14  LR: 0.00029 Train Loss: 0.83  Valid Loss: 0.89  Valid ACC: 0.3789
Epoch: 15  LR: 0.00027 Train Loss: 0.84  Valid Loss: 0.82  Valid ACC: 0.4336
Epoch: 16  LR: 0.00024 Train Loss: 0.83  Valid Loss: 0.88  Valid ACC: 0.3711
Epoch: 17  LR: 0.00022 Train Loss: 0.83  Valid Loss: 0.83  Valid ACC: 0.3945
Epoch: 18  LR: 0.00019 Train Loss: 0.82  Valid Loss: 0.91  Valid ACC: 0.3828
Epoch: 19  LR: 0.00017 Train Loss: 0.83  Valid Loss: 0.81  Valid ACC: 0.4180
